2015/04/27,443.859985,446.98999,437.410004,438.559998,5430900
2015/04/28,438.51001,439,428.040009,429.309998,4140500
2015/04/29,426.75,434.23999,426.029999,429.369995,3621700
2015/04/30,427.109985,431.75,419.23999,421.779999,3647900
2015/05/01,423.820007,425.640015,416,422.869995,3565800
2015/05/04,424.799988,429.769989,422.420013,423.040009,2270400
2015/05/05,422.850006,427.51001,421.019989,421.190002,2856400
2015/05/06,421.429993,422.720001,414.549988,419.100006,2552500
2015/05/07,424.149994,428.5,422.850006,426.880005,2766100
2015/05/08,430.75,435.200012,430.170013,433.690002,2908800
2015/05/11,432.51001,439,431.369995,432.850006,2393700
2015/05/12,431.079987,433.25,426.709991,431.019989,1947800
2015/05/13,429.980011,433.529999,425.799988,426.869995,1996300
2015/05/14,429.450012,433,427.01001,432.279999,1888500
2015/05/15,428,430.399994,424.299988,426,4240300
2015/05/18,426,427.269989,421.459991,425.23999,2268700
2015/05/19,424.869995,428.23999,420.630005,421.709991,2464200
2015/05/20,420.600006,427.100006,418.359985,423.859985,2196200
2015/05/21,428,436.899994,428,431.630005,4121400
2015/05/22,431.549988,432.440002,427.609985,427.630005,2020600
2015/05/26,426.200012,427,422,425.470001,2244200
2015/05/27,427.450012,431.850006,425.01001,431.420013,2231100
2015/05/28,429.709991,431.350006,425.470001,426.570007,1912400
2015/05/29,427.230011,432.5,427.230011,429.230011,3008600
2015/06/01,430.399994,433.160004,426.200012,430.920013,2253300
2015/06/02,430.070007,433.230011,426.25,430.98999,1668900
2015/06/03,434.399994,438.390015,432.75,436.589996,2727900
2015/06/04,434.399994,436.76001,429.26001,430.779999,2510800
2015/06/05,429.660004,430.799988,426.5,426.950012,1907900
2015/06/08,425.619995,426.799988,421.429993,423.5,2166900
2015/06/09,422.959991,427.48999,419.140015,425.480011,2288700
2015/06/10,426.459991,432.200012,425.660004,430.769989,2172300
2015/06/11,432.290009,438.890015,431.470001,432.970001,2922500
2015/06/12,431.25,432.359985,428.26001,429.920013,2054400
2015/06/15,427.660004,428.049988,422.640015,423.670013,2051000
2015/06/16,424.149994,427.970001,422.670013,427.26001,2296400
2015/06/17,428.359985,431.350006,424.75,427.809998,2185900
2015/06/18,430.299988,439.730011,429.410004,439.390015,3378400
2015/06/19,440.26001,444.98999,433.23999,434.920013,4495100
2015/06/22,437,439.23999,434.179993,436.290009,1823600
2015/06/23,435.589996,447.040009,433.690002,445.98999,3245000
2015/06/24,444.970001,446.470001,440.230011,440.839996,2620800
2015/06/25,438.070007,443.470001,436.390015,440.100006,2237500
2015/06/26,441.76001,443.48999,435.059998,438.100006,2624500
2015/06/29,434.980011,437,429,429.859985,2753200
2015/06/30,434.200012,435.570007,430.459991,434.089996,2596900
2015/07/01,439.350006,440,435.579987,437.390015,1987100
2015/07/02,437,438.200012,433.480011,437.709991,1343400
2015/07/06,435.230011,439.730011,433.519989,436.040009,1903200
2015/07/07,435.679993,437.730011,425.570007,436.720001,3454200
2015/07/08,434.350006,435.98999,428.829987,429.700012,2383100
2015/07/09,434.899994,438.720001,434.149994,434.390015,2271400
2015/07/10,440.48999,444.720001,439,443.51001,2401000
2015/07/13,448.290009,457.869995,447.540009,455.570007,3956800
2015/07/14,462.320007,469.600006,458.160004,465.570007,4736200
2015/07/15,463.040009,464.700012,460.200012,461.190002,2987400
2015/07/16,465.5,475.880005,464.799988,475.480011,4095600
2015/07/17,477.700012,485.420013,477.25,483.01001,4932200
2015/07/20,492.570007,493.200012,485.399994,488.100006,4752500
2015/07/21,487.899994,488.880005,482.549988,488,3181800
2015/07/22,485.98999,492.5,484.899994,488.269989,3114900
2015/07/23,491.660004,491.660004,475.700012,482.179993,9374400
2015/07/24,578.98999,580.570007,529.349976,529.419983,21909400
2015/07/27,527.75,544.950012,526.599976,531.409973,7491000
2015/07/28,536,536.390015,523.119995,526.030029,5273100
2015/07/29,530.919983,532.969971,525.02002,529,3752600
2015/07/30,527.650024,539.200012,524.289978,536.76001,3743100
2015/07/31,539.090027,542.840027,534.52002,536.150024,3025600
2015/08/03,537.450012,540.440002,529.359985,535.030029,3014200
2015/08/04,529.690002,536.950012,529.159973,531.900024,2934600
2015/08/05,538.799988,539.140015,534.119995,537.01001,2889400
2015/08/06,539.299988,542.73999,527.52002,529.460022,3820500
2015/08/07,529.159973,529.460022,518.210022,522.619995,3969200
2015/08/10,528.52002,532.280029,523,524,2615900
2015/08/11,523.650024,528.97998,522,527.460022,2657900
2015/08/12,523.75,527.5,513.059998,525.909973,3962300
2015/08/13,527.369995,534.659973,525.48999,529.659973,2895200
2015/08/14,528.25,534.109985,528.25,531.52002,1983200
